tweet,existence
Climate change is transforming the Arctic environment faster than expected (ENN.com) http://www.enn.com/ecosystems/article/40994,Y
"Okay, back to buz and no more complaining about snow...until Tuesday when another 6 inches comes.  Notice no talk of global warming lately?!",N
"Fighting Climate Change is a Business Model - As governments struggle to solve the climate change crisis, who's ste... http://ow.ly/16wGC9",Y
"@TraciKnoppe After 27"" on Saturday, we're supposed to get 10 more tomorrow into Wednesday. Must be global warming!",Y
just saw someone post on FB that #snowpocalypse must be proof that global warming is a myth. calling him a moron probably isn't productive.,Y
More mistakes found in climate change report? http://bit.ly/bKqwg6 #tcot #tlot,NA
@ScottJW Where is that global warming when we need it?,N
"Where Is Global Warming? by Rebecca Terrell, NewAmerican.com http://bit.ly/9RPSIZ",N
The great global warming collapse http://tgam.ca/Hrh (via @globeandmail),N
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC (Examiner): http://bit.ly/76Gtnu #tcot",Y
"Global warming strikes DC! I present to u, my car:  http://tweetphoto.com/10721938",N
Today's @newtgingrich: snow = no #climate change. Yesterday's Newt: #capandtrade good.  http://post.ly/MgbZ,NA
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,N
Post: "Believers in man-made global warming rapidly dwindling" http://tinyurl.com/yk66f9g,NA
RT @WiserEarth: Follow events live from #bolivia for #cochabamba: World People's Conference on Climate Change  http://bit.ly/aldPym,NA
Naomi Klein on CSPAN: Climate change causing island extinction within 50 years.,Y
Restoration of Australian landscape enhances adaptability to climate change: http://bit.ly/9UUIi9,Y
Climate change is transforming the Arctic environment faster than expected & accelerating the disappearance of sea ice: http://bit.ly/afeLtO,Y
The video contest @lovisatalk mentioned about Climate Change is on the ning-built Exchanges Connect http://bit.ly/4oLB7G #gov20LA,NA
The video contest @lovisatalk mentioned about Climate Change is on the ning-built Exchanges Connect  http://bit.ly/4oLB7G,NA
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: Robert F. Kennedy Jr., who flies around on pri... http://bit.ly/dmzEa2",NA
Mark Steyn: "climate change is not only a scientific scandal but also a massive journalistic failure." http://tinyurl.com/yzxap7c,N
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: ' Robert F. Kennedy Jr., who flies around on p... http://bit.ly/bhvc1D",N
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://dlvr.it/1SpZ #snowpocalypse",NA
"RT @joshtpm global warming prolly real in New York, but big scam in DC",N
RT @Hesperian: World People's Conference on Climate Change starts today in Bolivia! #cochabamba @boliviaun http://ow.ly/1AoQX,Y
"RT @joshtpm global warming prolly real in New York, but big scam in DC",NA
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://goo.gl/fb/xx8y",NA
"RFK, Jr. 15 months ago - Global warming means no snow or cold in DC: http://bit.ly/aeTiCg @freddoso via Drudge",NA
"Snowmageddon ' More Global Warming from Washington, DC and Mid ...: I wonder what Robert F. Kennedy Jr. would have... http://bit.ly/904bCz",NA
On my way to Italy  - if I can figure out how to get to Dulles. Battling the climate in the fight to end climate change!,Y
...The facts Are In: Global Warming Caused AIDS!... #reagan #pope #tcot #teaparty #gop #dem #palin #sgp #tlot #p2,N
new: Global Warming Incoherence http://strata-sphere.com/blog/index.php/archives/12671,N
RT @janehenrici: CFP for conference on #indigenous approaches to #environment & #climate change http://bit.ly/dja0A4,NA
"RT @s_dog: Oops. #snOMG  RT @Drudge_Report: RFK, Jr. 15 months ago: Global warming means no snow or cold in DC... http://j.mp/bZ68xB #agw",N
CFP for conference on #indigenous approaches to #environment & #climate change http://bit.ly/dja0A4,Y
RT @HitTheRoadCa: Join the Peoples Conference on Climate Change live at http://envivocmpcc.org.bo #ecomonday #cmpcc #wpccc #cochabamba,Y
"On global warming, ""the scientific 'consensus' is melting way faster than the glaciers."" http://bit.ly/cNz3gV #tcot #climate",NA
The great global warming collapse'... http://bit.ly/drrEIN,N
"RT @Drudge_Report: RFK, Jr. 15 months ago: Global warming means no snow or cold in DC... http://drudge.tw/bUA5f0",NA
"27"" of global warming fell at my home 8 miles south of Washington, DC.  Arms & hands so sore from shoveling ... Hurts to Tweet :-(",N
Global warming lights a fire under beer prices: http://bit.ly/c6UVOu,Y
"@petersays RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu",N
British Conservatives move away from climate change as election nears http://bit.ly/9UqN5F,NA
Pollster on rapidly collapsing public belief in man-made global warming:  'It is very unusual indeed to see such a... http://bit.ly/aRiBOZ,NA
Pollster on rapidly collapsing public belief in man-made global warming:  'It is very unusual indeed t... http://bit.ly/bVM4zN #climategate,Y
RT @taffastrophe: It's really amazing how sore you feel after shoveling 28" of global warming off of your sidewalk & driveway.  #AlGoreLied #snomg,N
RT @Qorianka World People's Conference on Climate Change and the Rights of Mother Earth: http://is.gd/bzHOa  #cochabamba,Y
Invasive News: Invasive Species Thriving in Period of Climate Change - World Sentinel: Invasive Species Thriving i... http://bit.ly/dmimzF,Y
@lowkell lies? Who could seriouly believe in global warming after this?,N
"Bwaahaa! ""GIVE THEM THE WEALTH!"" #PresidentPalin! #SNOBAMA: DC's 2010 SNOW, BLASTS OBAMA, IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg",N
"#messageto #PresidentPalin! SNOBAMA: DC's 2010 SNOWFALL, BLASTS #OBAMA, #IPCC & #GLOBAL WARMING TAX Short VID http://youtu.be/FDNWoZecHjg",NA
"VID #messageto #PresidentPalin! @sarahpalinusa #SNOBAMA: DC's 2010 SNOW, BLASTS OBAMA, IPCC & GLOBAL WARMING TAX http://youtu.be/FDNWoZecHjg",NA
Climate Change and planet Earth ' Learnthebibleca's Blog http://bit.ly/duUgEL,NA
"SNOBAMA: DC's 2010 SNOW, BLASTS OBAMA, THE IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg #teaparty #tcot #GOP @glennbeck #fox #sgp #ocra",N
New college course will foster cross-cultural understanding of climate change: http://bit.ly/difW0F,Y
New college course will foster cross-cultural understanding of climate change: http://bit.ly/difW0F,Y
Report: Climate change indicates need for Scots to consider new species in reforestation:  http://bit.ly/bn0SJd,Y
Report: Climate change indicates need for Scots to consider new species in reforestation:  http://bit.ly/bn0SJd,Y
"The ONLY climate change that exists is Summer, Fall, Winter, & Spring.  #justsaying",N
"At this point, everyone in Washington DC area hates Al Gore. He should stand in waist deep snow butt naked and preach global warming.",NA
"I rated a YouTube video (5 out of 5 stars) -- SNOBAMA: DC's 2010 SNOW BLASTS OBAMA, THE IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg?a",N
"What's Hot: Seattle Takes on the Junk Mail Industry: When it comes to curbing climate change, some things are easi... http://bit.ly/buTsNb",Y
Inhofe family in DC as the blizzard hit - had a little fun at the expense of Al Gore and global warming.  http://bit.ly/aPnPlV #TCOT,N
RT @brandonlk: The great global warming collapse'... http://tinyurl.com/yf34stp #tcot,N
"@TxJogger12 LOL, yeah I really want some global warming now....must increase carbon footprint! :-)",N
@brandonlk I'm feeling global warming here as I'm sore from digging out over 2 feet of snow :-),N
@IsaacSalazar: Here's your climate change RT @mtapscott More on why bogus "global warming consensus" is fading fast: http://bit.ly/cDJyLG,N
@TerriSueWho And EXACTLY why we say "global warming schmorming!",N
"RT @lward99: Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb",Y
Global Warming Hysteria: Another False Claim Exposed in IPCC Report http://bit.ly/9xlMWu,N
"Bonsai from the Right: Quick Question On Global Warming: My Photo. Chris: Clinton Twp, Mi, United States: I like t... http://bit.ly/dCrz7m",NA
The power is out. This is fun. At least I have beer. Global warming=fail.,N
Least favorite aspect of a snowstorm: encourages the rightwing nutcases inveighing global warming as a hoax.,Y
"@justinlee76 Well, this type of storm is always fleeting in people's minds, but it certaintly doesn't help the climate change people.",N
Rather amused at climate change deniers who wryly refer to snow as 'global warming' -- they're a bit closer to the mark than they think.,Y
"@justinlee76 Well, it sounds nicer thatn what we've got. D.C. is in the middle of our third snowiest winter ever. Damn global warming!",N
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,N
Betting on Climate Change: Corporations Stand to Make or Lose Billions: Is the planet really warming up? Just ask ... http://bit.ly/aqTRqc,NA
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,N
What's Hot: Tell Toyota COO to Put the Brakes on Climate Change & the US Chamber:  You've probably heard about the... http://bit.ly/9Eiqz4,Y
Digg up our question to Toyota COO to Put the Brakes on Climate Change! http://bit.ly/9jFhyk We can win this like we won @citizentube!,Y
"RT @DougHammett: Global warming at its best! DC nearly shut down, some areas got 44 inches!",N
"More Scorn, Ridicule for UN Global Warming Body http://bit.ly/dpLoX4",NA
RT @dcexaminer: More on why bogus "global warming consensus" is fading fast http://goo.gl/fb/TOWc,N
#home OT - Can I reschedule my global warming pitch?: Just think if you finally got on the schedule to do a pitch ... http://bit.ly/daukSy,Y
Absent from Obama's address: Global Warming. //  http://on.wsj.com/92LLCt Obama's Address to DNC's Winter Meeting via @tweetmeme,NA
More on why bogus "global warming consensus" is fading fast: http://bit.ly/9fUavY,N
More on why bogus "global warming consensus" is fading fast: Margaret Wente of Toronto's Globe and Mail explains w... http://bit.ly/bClZes,N
Betting on Climate Change: Corporations Stand to Make or Lose Billions: Is the planet really warming up? Just ask ... http://bit.ly/aqTRqc,NA
I can practically hear all of the #climate change deniers frothing at the mouth over this snowstorm. So sad they confuse weather & climate.,Y
More on why bogus "global warming consensus" is fading fast http://goo.gl/fb/a1rD,N
More on why bogus "global warming consensus" is fading fast http://goo.gl/fb/EVtR,N
More on why bogus "global warming consensus" is fading fast: Margaret Wente of Toronto's Globe and Mail explains w... http://bit.ly/d2510L,N
More on why bogus "global warming consensus" is fading fast http://goo.gl/fb/4Z0n,N
RT for those that didn't see it this morning @GBDave If you think global warming is a bad thing... http://tiny12.tv/YIE0Y,N
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,Y
@JustPlainBill Global Warming is not the established reality. Credible news sources the world over are debunking it. Esp. in UK.,N
UN chief climate change mongerer who wants iced water banned & aviation taxes clocked 120 long-haul flights &d 43 short-haul trips in 18 mth,NA
India abandons UN's Intergovernmental Panel on Climate Change (IPCC) as untrustworthy http://bit.ly/abMsJt,N
"@twinelm Not at all.  If that were the case, I'd believe in the stimulus, global warming, and national health care. #idont",N
RT @proenergy: Oceans reveal further impacts of climate change http://bit.ly/9PlqYk,Y
Tell Toyota COO to put the brakes on climate change & US CoC - Digg up this Q! http://ow.ly/14BdQ #climate #green #toyota #prius,Y
RT @wonkroom: RT @GottaLaff: Conservatives try to suspend California's global-warming law http://bit.ly/9RDljF,NA
a great article explaining reasons why people are not convinced by the IPCCs man-made global warming claims http://tinyurl.com/yf34stp,N
RT @GottaLaff: Conservatives try to suspend California's global-warming law http://bit.ly/9RDljF,NA
"RT @glbarry: Michael Scott, Dunder Mifflin/Sabre: ""Change really isn't a good thing. Just ask the climate.""",Y
"Dear Global Warming, Having a frozen hell of a time, wish you were here. Love, The East Coast",N
RT @ivangosorio @Drudge_Report PAPER: The Great Global Warming Collapse: http://bit.ly/drrEIN #agw,N
Global warming is kinda blizzardy.,N
Robert S. Eshelman: World People's Conference on Climate Change and the Rights of Mother Earth kicks off in Boliv... http://huff.to/cWnaC8,Y
"RT @lward99: Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb",N
Utah state representative claims climate change is a 'conspiracy' aimed at population control. http://tr.im/N5Tx,N
Malthusian collapse. // RT @Drudge_Report   PAPER: The great global warming collapse... http://drudge.tw/97RNpE,NA
Harsh Winter Caused by Climate Change: http://www.mnn.com/earth-matters/climate-change/stories/harsh-winter-caused-by-climate-change,Y
"Effort underway to suspend California's global-warming law by Margot Roosevelt, LA Times http://bit.ly/cc9TVV",NA
"[@climatebrad] At Behest Of King Coal And Big Ag, Ike Skelton And Collin Peterson Try To Outlaw Global Warming http://ow.ly/16vYfp",Y
RT @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?,NA
"Michael Scott, Dunder Mifflin/Sabre: ""Change really isn't a good thing. Just ask the climate.""",Y
If global warming gets any worse I am going to have to buy a snow blower,Y
If you think global warming is a bad thing... http://tiny12.tv/YIE0Y,N
RT @dilemmie: Welcome to twitter @MaryTharin - my roommate and climate change blogger. follow her so she'll stop making fun of me.,N
Utah state representative claims climate change is a 'conspiracy' aimed at population control. http://dlvr.it/1QqW,N
Most snow we've had in years...if you believe in Global Warming...please check into an institution because you've been brain washed,N
Climate Change and Invasive Species http://bit.ly/dbH9lu via #climatechange #wildlife #invasive,Y
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,N
"Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb",Y
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,N
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,N
RT @climatedebate: BYU scientists refute Utah committee's global warming assertations:  http://bit.ly/b4TVtx,N
This #snowpocalypse reminds me we need to redouble our efforts to fight anthropogenic global warming.,Y
Knee-Jerk No Fly Ban Discredits Global Warming Alarmists: With European governments coming under increa... http://bit.ly/duBji9 (FTSN News),N
RT @GoodClimateJM: Part 1 of a three part series about the challenges of communicating climate change. http://jm.ly/fh5UVC,Y
Trapped indoors by "global warming"? While away the time with the "I Love Obama" jigsaw puzzle from the NYT Store. http://is.gd/7Orq2 #tcot,NA
RT @climatedebate: The great global warming collapse:  http://bit.ly/9vQ30k,N
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,N
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,N
Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,N
"@tatiposada Just shoveled for over an hour. Oy. According to Maddow, cold weather and snow is proof of global warming...",N
4-5 foot snow drifts in VA. Good job Global Warming. YOUR FIRED!,N
The Great Global Warming Collapse http://bit.ly/9VeLfD,N
Trying to get motivated to scoop more than a foot of global warming off my Loooooooooooooooooooooong driveway.,N
RT @gaiksuan RT @WiserEarth: World People's Conference on Climate Change: videos fr #cochabamba http://bit.ly/aldPym,NA
RT @Heritage Climate Change Should Not Be the Focus of Homeland Security | The Foundry: Conservative Policy News. http://bit.ly/bkLwY9,NA
"hahaha RT @AlGoresBrain Washington DC Raw Temp- 30/Heavy Snow, Adjusted for Global Warming- 76 Sunny.",N
RT @NathanWurtzel: I am assured scientists at East Anglia are working hard to show #snOMG was caused by global warming. Numbers almost cooked...er...ready.,N
I am assured scientists at East Anglia are working hard to show #snOMG was caused by global warming. Numbers almost cooked...er...ready.,N
The Global Warming Guerrillas http://bit.ly/91xRVP,Y
@AdrienneRoyer - I'll defer to experts on this. Not sure this season's storms are climate change or El Nino or something else...,NA
@mikekruger not saying that climate change isn't possible but man-made is. look at unaltered models. C02 levels higher in ice age,Y
OMG Bill O'Reilly this is not fucking up for debate climate change is real and it's manmade aslkdgldkhag;odskjhyagpo #climatechange,Y
"@AdrienneRoyer - ok, but climate change models say stronger storms. We have stronger storms now. So model is wrong?",N
@mikekruger sigh. not really. earth's magnetic field and solar activity aren't factored into climate change models #mydadisascienceprofessor,N
Climate Change: No Doubt It's Happening For Industries That Stand To Benefit Or Suffer From It: If you looked mer... http://huff.to/cJP4Os,NA
@AdrienneRoyer - Huh? Stronger storms are consistent with climate change models.,N
@mikekruger those are taxes I don't mind paying. it's the taxes funding climate change research that bother me. that's been really useful,N
I hate winter.  I'm a big fan of global warming. #thatsright,Y
@argylestyle I'm prepared to get on a plane & punch my first FB friend who points to this storm as evidence of global warming being a hoax.,Y
I want my global warming back.,NA
@MargaretKinney oddball winter weather has been linked to global warming. Check out the story on the @NWF *****homepage: http://www.nwf.org,Y
The Overwhelming Evidence of Global Warming falling from the sky in DC!--&gt; (#teaparty #tcot #Beck #GOP #Obama  live at...,N
"RT @Kennedy_School: NYTimes' Andrew Revkin, #AmericanU Matthew Nisbet, Urge Better Communication on Climate Change: http://bit.ly/csYeJ3",NA
Check out a report from The Overwhelming Evidence of Global Warming in DC! (#teaparty #tcot #Beck #GOP #Obama  live at http://ustre.am/6nIp),Y
tell Al Gore i don't like this global warming! RT @RepublicanCat @imkhris Get the boots out :) monday another storm is behind this bad boy,N
"Someone let them know that global warming does not connote higher physical temperatures, please.",Y
"Virginia GOP releases inane video contending that, because of a single snowstorm, global warming must be a farce: http://bit.ly/9xAiH4",N
How come I don't hear the usual suspects today claiming that global warming causes blizzards? #snOMG,N
Invasive News: Invasive Species Thriving in Period of Climate Change - India Business Blog (blog): Invasive Specie... http://bit.ly/aNGpE2,Y
New blog post: 12 Inches of Global Warming (Video) http://bit.ly/bAEaJd #tcot,Y
The GOP really cannot grasp that snow in one state doesn't refute global climate change. Idiots: http://ow.ly/14oBf,Y
Concisely put. RT @lauraolin:A link to send all the idiots who think this year's storms mean global warming is a farce: http://bit.ly/6ocFSK,Y
#HouseGOP Wow. There is serious "overwhelming evidence of global warming" falling from the sky in DC right now! Up to 30" of it=RECORD #tcot,Y
"Well, of course! RT @StephenAtHome: I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist",N
"#ANTISCIENCE #GOP #FAIL RT @climatebrad: Seriously, ""12 inches of global warming?"" This is killer stupid. http://bit.ly/cWGVaD #climate",Y
"@JulieJoyce I studied earth science as an undergrad & grad student, this is proven science fact, not open to debate like global ""warming""",N
RT @alexlundry: Tempted to unfollow anyone that conflates #snOMG with global warming skepticism.,Y
Blizzard in DC called snowpocalypse. Verizon guy told me 30 inches coming out where I live. Huh? Deep fodder for #climate change denialists?,N
Invasive News: Invasive Species Thriving in Period of Climate Change - Einnews Portugal: India TalkiesInvasive Spe... http://bit.ly/a3zJSd,Y
Just attended an excellent EDF Board meeting http://bit.ly/61N0U Great eco policy shop. Present challenges on global warming front.,Y
It's settled: Global warming science is sloppy http://goo.gl/fb/Fxxk,N
It's settled: Global warming science is sloppy http://goo.gl/fb/J0ED,N
"It's settled: Global warming science is sloppy: From the Dutch News: According to the last IPCC report, published ... http://bit.ly/aUhPiR",N
"What's New: Forests Are Growing Faster, Climate Change Appears To Driving Accelerated Growth (Feb 1, 2010) http://bit.ly/9XHCRB",Y
Boy. Global warming is one slick buster.,N
Videos:  How we know humans are changing the climate and climate change is a clear and present danger http://bit.ly/biQnl0,Y
http://bit.ly/fG3j Farm costs headed up says study of climate-change legislation ... http://bit.ly/bCwVk3,Y
"CBS: Global Warming Science Sound, ClimateGate Just a PR Problem http://ow.ly/16vzpO",Y
RT @StephenAtHome: I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist,N
RT @drgrist: Utah nat. resources committee passes resolution denying the existence of climate change: http://is.gd/7M50p Utah: Still crazy!,N
RT @keder    RT @DaggettBeaver: Washington DC is going to have to shovel up to 2 feet of global warming. #tcot #p2,Y
"*waiting for Drudge to juxtapose a story about #Snowmageddon with one about climate change, with a corny joke/caption* only a matter of time",Y
We're in the Top 10 for .@change 's "Ideas for Change" compet. Help us reach the top by voting NOW!: http://bit.ly/aoUjGJ #climate,NA
Diplomacy #FAIL RT @OneClimate: Sec Clinton admitted that US funding for #climate change may not be additional: http://is.gd/7LY8L,NA
"What's New: Does Climate Change Promote Invasive Species? (Feb 3, 2010) http://bit.ly/944Ktr",NA
RT @DaggettBeaver: Washington DC is going to have to shovel up to 2 feet of global warming. #tcot #p2,Y
Rich Galen: Is global warming another DC snow job? (Blizzard?) http://blogs.chron.com/txpotomac/2010/02/rich_galen_is_global_warming_a.html,N
[@ClimateProgress] Energy and Global Warming News for February 5: How activists took on oil companies; Calif. regul... http://ow.ly/16vxYn,Y
Now Tibet takes a hit with global warming as temperatures reach a record high! #green http://icio.us/of2mts,Y
"CBS: Global Warming Science Sound, ClimateGate Just a PR Problem http://ow.ly/14jVj #tcot #iamthemob",Y
Shorter Virginia GOP: It's snowing so global warming is bunk. http://bit.ly/av5d94,N
RT @milesgrant: Virginia Republican Party mocks those who trust science of global warming - like Bob McDonnell: http://ow.ly/14jM0,Y
Virginia Republican Party mocks those who trust science of global warming - like Bob McDonnell: http://ow.ly/14jM0,N
To argue IPCC error and "climategate" weaken the case humans cause climate change shows--or exploits--ignorance of the scientific method.,NA
Joe Romm interviews Chris Field http://bit.ly/9dxzGv and Mike MacCracken http://bit.ly/9eUNg6 on the basics of climate change science.,NA
Homes that are subject to #climate change (pictures): http://ow.ly/14iFF,Y
#Climate Change: The SEC Weighs In (Or Not)  http://bit.ly/9EYb5T,NA
Bulgaria Antarctic Expedition Partakes in Climate Change Research http://bit.ly/bTvjq1,Y
Obama won't protect pika endangered by climate change http://bit.ly/bTyNEH,Y
@MatthewJLB Funny RFK Jr. wrote a column last winter that global warming led to rare snow in DC #fail,N
@jmac82 So much for global warming! :-P,N
OL News: Oceans Reveal Further Impacts of Climate Change http://bit.ly/9GQoBz,Y
India forms new climate change body http://bit.ly/9NZmoa,NA
Committee in Utah Legislature Passes Climate Change Denying Resolution 10-1 http://ow.ly/16vu8F,NA
Energy and Global Warming News for February 5: How activists took on oil companies; California regulator limits ca... http://bit.ly/aG0QJN,NA
Utah legislative panel OKs resolution on climate-change http://short.to/164zc,NA
Another Epic Snowstorm in DC: And Other Climate Change Surprises #climate http://bit.ly/bGUyv0,Y
Climategate: SEC Demands U.S. Firms Disclose Global Warming Risks to Shareholders -Really (PJM Exclusive): http://bit.ly/a8FnKP via @addthis,NA
RT @sciencedaily: Stratospheric Water Vapor is a Global Warming Wild Card: A 10 percent drop in water vapor ten miles above Earth's ... http://bit.ly/bVEsWa,Y
Malthusian failure. // RT @TelegraphNews India forms new climate change body http://bit.ly/dCOe4U,Y
RT @VA_GOP - Watch the new RPV Web Ad: "12 Inches of Global Warming" http://bit.ly/cUi0LO http://bit.ly/9wJf5u,N
"@whpatterson because of climate change, of course. KIDDINGGGGGGGG",N
"More climate change duncery in action: http://tinyurl.com/yz7qyn6 (This extra-snowy winter brought to you by warm El Ni•_Ðo moisture, btw)",N
Could #Climate Change be contributing to this ?...#snOMG'#snopocalypse #snowmageddon #snOMGasm http://bit.ly/cSwqMw,Y
Backing Down on Climate Change? http://bit.ly/dlz6t9,NA
@StndrdBitch The whole northern hemisphere is colder this winter. Record snowfalls in China and Europe. Must be global warming.,N
@devhammer unlesss global warming will stop the snow fall ;),Y
"While I wait in DC for blizzard, a reminder that waves of weird, wet snowbombs are consistent with global warming. Video: http://j.mp/b4wuRv",Y
"RT @fdncenter: Global Philanthropy Forum starts today! View FC presentations on Global Health, Climate Change, more http://bit.ly/atqpmt",Y
RT @AGUSciPolicy: AGU cosponsoring #climate change & human health briefing today on Capitol Hill. 11A-12:30P 210 House Cannon & 2P-3:30P 406 Senate Dirksen,Y
AGU cosponsoring #climate change & human health briefing today on Capitol Hill. 11A-12:30P 210 House Cannon & 2P-3:30P 406 Senate Dirksen,NA
Montanans Lobby Delegation on Climate Change http://ow.ly/16vqV4,NA
Malthusian prophets. // Backing down on climate change - latimes.com http://shar.es/aN6jZ via @sharethis,NA
Climate Change: The SEC Weighs In (Or Not) - Forbes.com http://bit.ly/9iRMQj,NA
Utah legislative panel OKs resolution on climate-change | http://bit.ly/aijCP9,NA
Dr. Michael Mann cleared of tweaking #climate change data; second inquiry on the way http://bit.ly/dz6vxD,NA
Do you agree?  Lawmaker: Climate change just ruse to control population -http://bit.ly/cV92QG,N
best of luck! @alpSCentre: ...if our new "Centre for Climate Change Adaptation Technologies alpS" will be funded by Austrian Gov,Y
India wants out of global warming saying cannot trust U.N http://ow.ly/14boa #tcot #teaparty #patriot #912 #mob,NA
"Jobs, jobs, jobs ' uh, climate change? - http://is.gd/bzjI0 - #TCOT",NA
@LamontKingtv LOL I'm just making a funny. But YES global warming is REAL.,Y
Time to hunker down and "Ride the storm out". They are calling it historical. So much for global warming.,N
How Is Denying New Info on Abstinence Any Different from Denying Climate Change? http://bit.ly/9HVgwX,Y
"Pachauri faces fresh call to resign: Source: Times of India - The embattled head of UN's climate change panel, R K... http://bit.ly/d0lOMN",NA
ABC labels Pachauri "leading global warming scientist" http://bit.ly/drIRLy #climategate,NA
"Hot Air Video: O'Reilly vs. Jon Stewart on foreign policy, global warming, Palin: The exciting conclusion to last ... http://bit.ly/aBP34k",Y
ABC labels Pachauri "leading global warming scientist" http://bit.ly/cZ56b8,Y
US Government Finds that Pika is "Not at Risk" from Climate Change http://bit.ly/bMfu80 #WWFUS #WWF #climate,Y
US Government Finds that Pika is "Not at Risk" from Climate Change: The U.S. Government will p... http://bit.ly/bMfu80 #climate #WWFUS #WWF,Y
"""Too much change is not a good thing. Just ask the climate."" - Michael Scott #fb",Y
"""Too much change is not a good thing; ask the climate"" - Michael Scott",Y
"""Too much change is not a good thing. Just ask the climate."" - Michael Scott",Y
Too much change is not a good thing.  Ask the climate.,Y
"Pete: ""How do we combat them?""  Tell them we've got global warming, financial crisis, energy crisis, terrorism ... they'll leave.",N
Post: "Climate Change "Destabilizing Geopolitical Force"" http://tinyurl.com/yjlwvyw,Y
"CAP's Joe Romm blasts swimsuit models for traveling to beautiful, tropical places & not opining on climate change: http://bit.ly/b6S3kf",NA
SFExaminerLocal: Federal agency denies protections for tiny pika: Climate change might be hurting some populations... http://bit.ly/anIpmw,NA
Enlisting a drug discovery technique in the battle against global warming: Scientists in Texas are reporting that ... http://bit.ly/bm0k0u,NA
"Overall, pretty orderly in Target, considering the global warming headed our way...#dc",Y
I wonder if the massive snowstorm about to shut down DC is the result of 'global warming'.,Y
Bolivian UN Ambassador Pablo Solon on the World Peoples' Summit on Climate Change and Rights of Mother Earth. http://bit.ly/8Z2KyL,Y
DailyKos on the military leading on climate change. Why won't Republicans listen to military anymore? http://bit.ly/dAwoPy @operationfree,Y
RT @BBC_WNA: Why climate change scepticism in Australia has grown from a fringe argument into a mainstream political movement. WNA @ 7pm,N
Global Warming Hysteria: India Threatens to Leave IPCC http://bit.ly/8ZQTo9,NA
"i'm the fuckin' rumplestiltzkin of climate change. doin' the impossible for last minute meetings, bitches.",N
Why climate change scepticism in Australia has grown from a fringe argument into a mainstream political movement. WNA @ 7pm,NA
Mann's hockey stick graph that shows humans are causing #climate change is STILL LEGIT after intense scrutiny. http://tinyurl.com/yf9gmoz,Y
"I don't think there's any Global Warming. Seriously, i think we're headed for an Ice Age.",N
"RT@rff_org New video: Experts talk climate change, extreme weather, and insuring the next Katrina. http://bit.ly/7Hz0WQ",Y
RT @OperationFree Op Free and QDR in sync: climate change threatens national security.  http://bit.ly/aGVNOh,Y
would like to thank the #snowpocalypse for ruining his birthday plans. Where is global warming when you need it?,N
RT @sciencedaily: Oceans reveal further impacts of climate change: The increasing acidity of the world's oceans -- and that acidity'... http://bit.ly/9YHS1c,Y
Oceans reveal further impacts of climate change: The increasing acidity of the world's oceans -- and that acidity'... http://bit.ly/9YHS1c,Y
Environment minister Jairam Ramesh says India supports Pachauri remaining chair of inter-govt climate change panel despite Himalayan blunder,NA
RT @seeprogress: Posted 'Climate Change Is a Clear and Present Danger' to blip.tv: http://blip.tv/file/3176067,Y
Global Warming Hysteria: IPCC Report Mistake About Elevation of the Netherlands http://bit.ly/aVEWkp,N
"Be sure to check out our Top 40 ""Change Your Climate, Change Our World"" contest videos and leave your comments: http://ow.ly/13Riw",Y
Michael Barone at @TownhallCom : How Climate-Change Fanatics Corrupted Science http://ow.ly/13PNw,N
